CpuId,"CpuName",Bus speed,BX806735120,BX806735122,BX806736128,BX806736130,BX806736134,BX806736138,BX806736140,BX806736142,BX806736148,BX806736152,BX806738160,BX806738164,BX806738170,BX806738176,BX806738180,BX806895320,BX806896330,BX806896336Y,BX806955218,BX806955218R,BX806955220,BX806956226R,BX806956230,BX806956230R,BX806956234,BX806956238,BX806956248,BX806956252,BX806958256,Cache latency,CD8067302577901,CD8067302578001,CD8067303133605,CD8067303192101,CD8067303314400,CD8067303314700,CD8067303317801,CD8067303319201,CD8067303327601,CD8067303327701,CD8067303328000,CD8067303330302,CD8067303330402,CD8067303330702,CD8067303368800,CD8067303405200,CD8067303405400,CD8067303405500,CD8067303405600,CD8067303405700,CD8067303405800,CD8067303405900,CD8067303406000,CD8067303406100,CD8067303406200,CD8067303406500,CD8067303406600,CD8067303408800,CD8067303408900,CD8067303409000,CD8067303535601,CD8067303535700,CD8067303535900,CD8067303536100,CD8067303567703,CD8067303592500,CD8067303592600,CD8067303592700,CD8067303592800,CD8067303592900,CD8067303593000,CD8067303593100,CD8067303593300,CD8067303593400,CD8067303593600,CD8067303593700,CD8067303593800,CD8067303593900,CD8067303657201,CD8067303657302,CD8067303680501,CD8067303694600,CD8067303843000,CD8067303927300,CD8067303927400,CD8068904570101,CD8068904570201,CD8068904571501,CD8068904571601,CD8068904571901,CD8068904572001,CD8068904572101,CD8068904572204,CD8068904572302,CD8068904572401,CD8068904572501,CD8068904572601,CD8068904582501,CD8068904582702,CD8068904582803,CD8068904599101,CD8068904642802,CD8068904656703,CD8068904657302,CD8068904657502,CD8068904657601,CD8068904657701,CD8068904658201,CD8068904658602,CD8068904658702,CD8068904658802,CD8068904658902,CD8068904659101,CD8068904659201,CD8068904665802,CD8068904686504,CD8068904722302,CD8068904722404,CD8069504184102,CD8069504184202,CD8069504184502,CD8069504184602,CD8069504193301,CD8069504193501,CD8069504193701,CD8069504194301,CD8069504194401,CD8069504194501,CD8069504194601,CD8069504194701,CD8069504195101,CD8069504195201,CD8069504195301,CD8069504195401,CD8069504195501,CD8069504198002,CD8069504198101,CD8069504200902,CD8069504201001,CD8069504201101,CD8069504201201,CD8069504201401,CD8069504214002,CD8069504214102,CD8069504214202,CD8069504214302,CD8069504214601,CD8069504228001,CD8069504228101,CD8069504228201,CD8069504283006,CD8069504283104,CD8069504283204,CD8069504283304,CD8069504283404,CD8069504283503,CD8069504283604,CD8069504283704,CD8069504284203,CD8069504284302,CD8069504284704,CD8069504284804,CD8069504285004,CD8069504285204,CD8069504289900,CD8069504295701,CD8069504384601,CD8069504425200,CD8069504425301,CD8069504425402,CD8069504446300,CD8069504448800,CD8069504449000,CD8069504449101,CD8069504449301,CD8069504449401,CD8069504497400,CD8070604480301,CD8070604480401,CD8070604480501,CD8070604480601,CD8070604481002,CD8070604481101,CD8070604481201,CD8070604481301,CD8070604481501,CD8070604481600,CD8070604481601,CD8070604559701,CD8070604559801,CD8070604559900,CD8070604560002,Clock multiplier,CM8067303824101,Core stepping,CPUIDs,Data width,Die,Family,Fan/heatsink,Floating Point Unit,Frequency,Instruction set,Introduction date,Level 1 cache size,Level 2 cache size,Level 3 cache size,Low power features,Low power frequency,Manufacturing process,Market segment,Maximum operating temperature,Maximum turbo frequency,Microarchitecture,Model number,Multiprocessing,Physical memory,PK8071305072001,PK8071305072301,PK8071305072401,PK8071305072501,PK8071305072601,PK8071305072902,PK8071305073001,PK8071305073101,PK8071305073201,PK8071305073301,PK8071305074601,PK8071305074701,PK8071305074801,PK8071305074901,PK8071305075001,PK8071305075101,PK8071305075201,PK8071305075701,PK8071305075901,PK8071305076101,PK8071305118701,PK8071305118801,PK8071305120102,PK8071305120301,PK8071305120401,PK8071305120500,PK8071305120600,PK8071305120701,PK8071305120802,PK8071305120901,PK8071305121001,PK8071305121101,PK8071305121202,PK8071305121300,PK8071305121400,PK8071305121501,PK8071305121701,PK8071305121801,PK8071305121901,PK8071305122001,PK8071305122201,PK8071305122301,Platform,Price at introduction,Processor core,Security Features,Size,Socket,The number of CPU cores,The number of threads,Thermal Design Power,Type,Weight,"SourceUrl"
Intel-Xeon%205318Y,"Intel Xeon Gold 5318Y - CD8068904656703",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,M1,606A6,64 bit,HCC type,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,April 6. 2021,24 x 32 KB instruction caches 24 x 48 KB data caches,24 x 1.25 MB caches,36 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,87°C (case),3.4 GHz / 3400 MHz,Ice Lake,5318Y,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$1273,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,24,48,165 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205318Y.html"
Intel-Xeon%205320,"Intel Xeon Gold 5320 - CD8068904659201 / BX806895320",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,M1,606A6,64 bit,HCC type,Intel Xeon Gold,,Integrated,2.2 GHz / 2200 MHz,x86,April 6. 2021,26 x 32 KB instruction caches 26 x 48 KB data caches,26 x 1.25 MB caches,39 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,79°C (case),3.4 GHz / 3400 MHz,Ice Lake,5320,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$1555,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,26,52,185 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205320.html"
Intel-Xeon%205320H,"Intel Xeon Gold 5320H - CD8070604481501",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,24,,A1,,64 bit,,Intel Xeon Gold,,Integrated,2.4 GHz / 2400 MHz,x86,Jun 18. 2020,20 x 32 KB instruction caches 20 x 32 KB data caches,20 x 1 MB caches,27.5 MB shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,4.2 GHz / 4200 MHz,Cooper Lake,5320H,Up to 4 processors,1.12 TB (per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Island,$1555,Cooper Lake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-5,20,40,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205320H.html"
Intel-Xeon%205320T,"Intel Xeon Gold 5320T - CD8068904659101",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,M1,606A6,64 bit,HCC type,Intel Xeon Gold,,Integrated,2.3 GHz / 2300 MHz,x86,April 6. 2021,20 x 32 KB instruction caches 20 x 48 KB data caches,20 x 1.25 MB caches,30 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,86°C (case),3.5 GHz / 3500 MHz,Ice Lake,5320T,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$1727,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,20,40,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205320T.html"
Intel-Xeon%205411N,"Intel Xeon Gold 5411N - PK8071305121801",32 GT/s PCI Express interface 16 GT/s Direct Media Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,S3,,64 bit,MCC type,Intel Xeon Gold,,Integrated,1.9 GHz / 1900 MHz,x86,January 10. 2023,24 x 32 KB instruction caches 24 x 48 KB data caches,24 x 2 MB caches,45 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,84°C (case) 95°C (DTS),3.9 GHz / 3900 MHz,Sapphire Rapids,5411N,Uniprocessor,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1232,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,24,48,165 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205411N.html"
Intel-Xeon%205412U,"Intel Xeon Gold 5412U - PK8071305120401",32 GT/s PCI Express interface 16 GT/s Direct Media Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,S3,,64 bit,MCC type,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,January 10. 2023,24 x 32 KB instruction caches 24 x 48 KB data caches,24 x 2 MB caches,45 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,81°C (case) 94°C (DTS),3.9 GHz / 3900 MHz,Sapphire Rapids,5412U,Uniprocessor,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1113,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,24,48,185 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205412U.html"
Intel-Xeon%205415%2B,"Intel Xeon Gold 5415+ - PK8071305118701",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,S3,,64 bit,MCC type,Intel Xeon Gold,,Integrated,2.9 GHz / 2900 MHz,x86,January 10. 2023,8 x 32 KB instruction caches 8 x 48 KB data caches,8 x 2 MB caches,22.5 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,78°C (case) 99°C (DTS),4.1 GHz / 4100 MHz,Sapphire Rapids,5415+,Up to 2 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1066,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,8,16,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205415%2B.html"
Intel-Xeon%205416S,"Intel Xeon Gold 5416S - PK8071305122201",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,S3,,64 bit,MCC type,Intel Xeon Gold,,Integrated,2 GHz / 2000 MHz,x86,January 10. 2023,16 x 32 KB instruction caches 16 x 48 KB data caches,16 x 2 MB caches,30 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,79°C (case) 90°C (DTS),4 GHz / 4000 MHz,Sapphire Rapids,5416S,Up to 2 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$944,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,16,32,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205416S.html"
Intel-Xeon%205418N,"Intel Xeon Gold 5418N - PK8071305121701",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,S3,,64 bit,MCC type,Intel Xeon Gold,,Integrated,1.8 GHz / 1800 MHz,x86,January 10. 2023,24 x 32 KB instruction caches 24 x 48 KB data caches,24 x 2 MB caches,45 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,84°C (case) 95°C (DTS),3.8 GHz / 3800 MHz,Sapphire Rapids,5418N,Up to 2 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1664,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,24,48,165 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205418N.html"
Intel-Xeon%205418Y,"Intel Xeon Gold 5418Y - PK8071305120301",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,S3,,64 bit,MCC type,Intel Xeon Gold,,Integrated,2 GHz / 2000 MHz,x86,January 10. 2023,24 x 32 KB instruction caches 24 x 48 KB data caches,24 x 2 MB caches,45 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,81°C (case) 94°C (DTS),3.8 GHz / 3800 MHz,Sapphire Rapids,5418Y,Up to 2 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1483,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,24,48,185 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205418Y.html"
Intel-Xeon%205420%2B,"Intel Xeon Gold 5420+ - PK8071305120600",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,S3,,64 bit,MCC type,Intel Xeon Gold,,Integrated,2 GHz / 2000 MHz,x86,January 10. 2023,28 x 32 KB instruction caches 28 x 48 KB data caches,28 x 2 MB caches,52.5 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,84°C (case) 97°C (DTS),4.1 GHz / 4100 MHz,Sapphire Rapids,5420+,Up to 2 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1848,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,28,56,205 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%205420%2B.html"
Intel-Xeon%206122,"Intel Xeon Gold 6122 - CD8067303927400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,H0,,64 bit,,Intel Xeon Gold,,Integrated,1.8 GHz / 1800 MHz,x86,2nd quarter 2018,20 x 32 KB 8-way set associative instruction caches 20 x 32 KB 8-way set associative data caches,20 x 1 MB 16-way set associative caches,28 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,3.7 GHz / 3700 MHz,Skylake,6122,Up to 2 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,120 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206122.html"
Intel-Xeon%206126,"Intel Xeon Gold 6126 - CD8067303405900",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,2.6 GHz / 2600 MHz,x86,July 11. 2017,12 x 32 KB 8-way set associative instruction caches 12 x 32 KB 8-way set associative data caches,12 x 1 MB 16-way set associative caches,19.25 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,86°C (case temperature) 100°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6126,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$1776,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,12,24,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206126.html"
Intel-Xeon%206126F,"Intel Xeon Gold 6126F - CD8067303593400",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,H0,50654,64 bit,,Intel Xeon Gold,1U form factor,Integrated,2.6 GHz / 2600 MHz,x86,July 11. 2017,12 x 32 KB 8-way set associative instruction caches 12 x 32 KB 8-way set associative data caches,12 x 1 MB 16-way set associative caches,19.25 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,86°C,3.7 GHz / 3700 MHz,Skylake,6126F,Up to 2 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$1931,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,3.46" x 2.22" / 8.8cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,12,24,135 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206126F.html"
Intel-Xeon%206126T,"Intel Xeon Gold 6126T - CD8067303593100",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,H0,50654,64 bit,XCC type,Intel Xeon Gold,,Integrated,2.6 GHz / 2600 MHz,x86,July 11. 2017,12 x 32 KB 8-way set associative instruction caches 12 x 32 KB 8-way set associative data caches,12 x 1 MB 16-way set associative caches,19.25 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,74°C (nominal) 89°C (short-term),3.7 GHz / 3700 MHz,Skylake,6126T,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$1865,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,12,24,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206126T.html"
Intel-Xeon%206128,"Intel Xeon Gold 6128 - CD8067303592600 / BX806736128",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,3.4 GHz / 3400 MHz,x86,July 11. 2017,6 x 32 KB 8-way set associative instruction caches 6 x 32 KB 8-way set associative data caches,6 x 1 MB 16-way set associative caches,19.25 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,74°C (case temperature) 100°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6128,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$1691 (OEM) $1697 (box),Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,6,12,115 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206128.html"
Intel-Xeon%206129,"Intel Xeon Gold 6129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,64 bit,,Intel Xeon Gold,,Integrated,2.3 GHz / 2300 MHz,x86,2nd quarter 2018,16 x 32 KB 8-way set associative instruction caches 16 x 32 KB 8-way set associative data caches,16 x 1 MB 16-way set associative caches,22 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,3.3 GHz / 3300 MHz,Skylake,6129,Up to 2 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,16,32,120 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206129.html"
